GEOID,NAME,estimate_CROWD,estimate_MUNIT,estimate_LIMENG,estimate_MINRTY,estimate_SNGPNT,estimate_NOHSDP,estimate_AGE17,estimate_P_LIMENG,estimate_POV,estimate_PCI,estimate_GROUPQ,estimate_AGE65,estimate_P_AGE65,estimate_UNINSUR,estimate_P_UNINSUR,estimate_P_POV,estimate_HH,estimate_HU,estimate_P_NOVEH,estimate_P_DISABL,estimate_P_UNEMP,estimate_UNEMP,estimate_DISABL,estimate_MOBILE,estimate_NOVEH,estimate_P_CROWD,estimate_TOTPOP,moe_CROWD,moe_MUNIT,moe_LIMENG,moe_MINRTY,moe_SNGPNT,moe_NOHSDP,moe_AGE17,moe_P_LIMENG,moe_POV,moe_PCI,moe_GROUPQ,moe_AGE65,moe_P_AGE65,moe_UNINSUR,moe_P_UNINSUR,moe_P_POV,moe_HH,moe_HU,moe_P_NOVEH,moe_P_DISABL,moe_P_UNEMP,moe_UNEMP,moe_DISABL,moe_MOBILE,moe_NOVEH,moe_P_CROWD,moe_TOTPOP,estimate_PAGE17,moe_PAGE17,estimate_PSNGPNT,moe_PSNGPNT,estimate_PMINRTY,moe_PMINRTY,estimate_PLIMENG,moe_PLIMENG,estimate_PMUNIT,moe_PMUNIT,estimate_PCROWD,moe_PCROWD,estimate_PGROUPQ,moe_PGROUPQ,estimate_PLPOV,estimate_PLUNEMP,estimate_PLPCI,estimate_PLNOHSDP,SPL_THEME1,RPL_THEME1,estimate_PLAGE65,estimate_PLAGE17,estimate_PLDISABL,estimate_PLSNGPNT,SPL_THEME2,RPL_THEME2,estimate_PLMINRTY,estimate_PLLIMENG,SPL_THEME3,RPL_THEME3,estimate_PLMUNIT,estimate_PLMOBILE,estimate_PLCROWD,estimate_PLNOVEH,estimate_PLGROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES
12980,"Battle Creek, MI Metro Area",641,6889,1335,29751,5888,8123,31147,126085,22073,25652,4054,22793,16.9,7812,5.9,16.9,53659,60879,8.7,15.8,7,4422,21026,3686,4642,53659,134473,166.76930173146374,519.4660720393586,259.1794744959562,NA,451.80637445702337,508,NA,NA,1313,564,362,126,0.1,657,0.5,1,594,180,0.7,0.5,0.6,410,646,304,372,594,-555555555,23.16227049296141,NA,10.972996142306043,0.8331875450859907,22.12414388018413,NA,1.058809533251378,NA,11.31588889436423,0.8526200914154458,1.1945805922585213,0.31051319406609923,3.0147315818045257,NA,0.7251,0.7609,0.2262,0.1545,1.8667,0.3796,0.6632,0.6099,0.788,0.8508,2.9118999999999997,0.9581,0.3979,0.3111,0.709,0.3194,0.7301,0.2442,0.2494,0.8252,0.6126,2.6615,0.5838,8.1491,0.6387
13020,"Bay City, MI Metro Area",353,2882,290,10276,4468,7778,21648,99605,16577,26644,1423,20057,19.1,5758,5.5,16,43891,48260,8,15.8,6.9,3483,16395,2428,3501,43891,104786,109.7679370308106,281.43915861159053,129.7304898626379,NA,397.4128835354989,578,NA,17,1039,701,295,87,0.1,663,0.6,1,489,139,0.8,0.7,0.8,411,764,316,366,489,-555555555,20.659248372874238,NA,10.179763505046592,0.8983230109673507,9.806653560590155,NA,0.2911500426685408,0.13024494796519775,5.971819312059677,0.5829190193456436,0.8042651112984439,0.2499315567892647,1.3580058404748727,NA,0.6414,0.7481,0.3085,0.144,1.8419999999999999,0.3691,0.8535,0.2435,0.788,0.7382,2.6231999999999998,0.856,0.05497,0.03085,0.08582,0.03141,0.2571,0.1054,0.1362,0.7532,0.1021,1.354,0.09424,5.9050199999999995,0.1754
13140,"Beaumont-Port Arthur, TX Metro Area",3494,12418,11041,177475,16157,39794,98681,381955,65158,26969,17756,60314,14.7,72765,18.5,16.7,151354,176712,7,15.1,5.5,10013,59468,18522,10644,151354,409693,400.7617746242773,824.7381402602889,854.774824149612,NA,881.8900158182992,1544,106,107,2699,538,1343,210,0.1,2380,0.6,0.7,1167,532,0.5,0.4,0.5,815,1761,979,776,1167,-555555555,24.08657214060284,NA,10.674973902242426,0.5768243491165402,43.31902180413139,NA,2.8906546582712624,0.2237879404967021,7.027253384037303,0.46623340954753706,2.308495315617691,0.2641854591628869,4.333976904657878,NA,0.7068,0.401,0.3393,0.7277,2.1748000000000003,0.5864,0.365,0.7513,0.6832,0.8168,2.6163,0.8508,0.7801,0.7249,1.505,0.8168,0.3599,0.7995,0.671,0.6118,0.7775,3.2197,0.8272,9.5158,0.9188
13220,"Beckley, WV Metro Area",669,1498,498,13159,4160,13290,25049,113602,21329,23179,4729,23580,19.6,8825,7.5,18.5,48914,57751,8.4,24.3,7.6,3673,28372,8308,4107,48914,120358,174.14074767268,259.9326835932719,185.8978213965941,NA,450.45754516935335,815,92,109,1366,848,365,194,0.2,895,0.8,1.2,688,172,0.8,1.1,0.9,455,1266,622,398,688,-555555555,20.812077302713572,NA,8.504722574314103,0.9131150960479407,10.93321590588079,NA,0.43837256386331225,0.16363902686639695,2.5938944780176967,0.45002578669327326,1.3677065870711862,0.3554939865226104,3.929111484072517,NA,0.8141,0.8432,0.06941,0.3874,2.11411,0.5393,0.8895,0.2618,1,0.377,2.5282999999999998,0.7906,0.08115,0.08997,0.17112,0.05759,0.02057,0.5296,0.2031,0.7918,0.733,2.27807,0.3639,7.0916,0.3874
13380,"Bellingham, WA Metro Area",2313,13031,3643,44810,5581,11004,42957,205055,31741,30586,5383,35496,16.4,13971,6.5,15,85008,95567,7.2,13.2,6.3,7063,28370,6517,6103,85008,216812,397.7247792129628,718.585415938843,550.1727001587774,NA,527.0872793001174,843,NA,151,1805,606,427,45,0.1,1147,0.5,0.8,737,204,0.6,0.5,0.7,768,991,563,540,737,-555555555,19.81301772964596,NA,6.565264445699229,0.6174262321248314,20.66767522092873,NA,1.776596522884104,0.26830175306502735,13.635459939100317,0.7513543700981776,2.7209203839638625,0.4672723970573932,2.482796155194362,NA,0.5471,0.617,0.6632,0.2958,2.1231,0.5445,0.581,0.1545,0.411,0.06806,1.2145599999999999,0.1257,0.3586,0.5527,0.9113,0.4476,0.8046,0.4216,0.473,0.6452,0.4712,2.8156,0.6335,7.064559999999999,0.3796
13460,"Bend-Redmond, OR Metro Area",1758,4760,1904,22544,5193,8452,37537,171266,19503,34187,1310,34502,19.1,15426,8.6,10.8,72471,86875,3.5,12.7,5.2,4792,22836,5683,2520,72471,180640,353.63823322712153,564.9893804311723,473.3603278687389,NA,565.5448700147496,877,NA,82,1828,1048,259,160,0.1,1314,0.7,1,925,125,0.5,0.8,0.7,675,1353,584,329,925,-555555555,20.780004428697964,NA,7.1656248706379095,0.7749959329621258,12.480070859167405,NA,1.1117209486996835,0.2763884542548884,5.479136690647482,0.6502997028740256,2.4257979053690444,0.4869887826702094,0.725199291408326,NA,0.1492,0.3239,0.8432,0.1859,1.5022,0.1911,0.8535,0.2565,0.3455,0.1309,1.5864,0.2304,0.1152,0.3316,0.4468,0.1885,0.2005,0.383,0.419,0.01028,0,1.01278,0.03141,4.54818,0.03141
13740,"Billings, MT Metro Area",1535,5496,518,21780,5739,7252,39266,158488,16425,32955,3527,28188,16.7,14536,8.7,9.9,69893,76955,5.5,12.6,3.4,3080,21011,8447,3816,69893,169086,296.1621177666043,506.1719075571065,185.09727172489605,174.49641830135081,525.2142420003479,603,102,139,1324,1034,355,115,0.1,1320,0.8,0.8,554,331,0.5,0.6,0.4,396,944,568,390,554,100,23.22250215866482,NA,8.211122716151833,0.7486308648574052,12.881019126361734,0.10291824382858275,0.3268386250063096,0.11678910339994256,7.141836138002729,0.6570328052072799,2.196214213154393,0.42337871801834065,2.0859207740439776,0.2099487075724014,0.08639,0.02571,0.7712,0.1178,1.0010999999999999,0.03141,0.6298,0.6204,0.3325,0.3141,1.8968,0.4005,0.1257,0.0437,0.1694,0.05497,0.3702,0.5373,0.401,0.2545,0.3455,1.9084999999999999,0.2094,4.9758,0.07592
13780,"Binghamton, NY Metro Area",1452,8053,2622,33933,8147,15505,48456,230666,36440,28467,10778,45056,18.5,10134,4.2,15.6,98639,113316,10.7,15.4,6.5,7714,36983,7533,10568,98639,243447,281.5759222660915,514.5755532475284,445.77909327378734,NA,516.4813646202542,780,29,86,1961,511,603,120,0.1,930,0.4,0.8,808,264,0.6,0.5,0.6,682,1168,530,642,808,-555555555,19.904126976302848,NA,8.259410577966118,0.5192181986567943,13.93855746836067,NA,1.136708487596785,0.19325692620254128,7.106675138550601,0.45380476854339324,1.4720343880209654,0.28520625949933176,4.427246998319963,NA,0.6021,0.6581,0.4807,0.445,2.1858999999999997,0.6047,0.8021,0.1597,0.7199,0.3298,2.0115,0.4817,0.1571,0.3419,0.499,0.2094,0.3676,0.473,0.5296,0.9409,0.7906,3.1017,0.7775,7.7981,0.5628
13820,"Birmingham-Hoover, AL Metro Area",6409,50598,13269,416312,39571,90957,265394,1075263,170174,30024,25139,176007,15.3,105086,9.3,15.2,440651,514103,6.1,15.3,6.4,35540,173617,48830,26788,440651,1147054,673.7358532837628,1455.3089019173901,1071.5736092308357,NA,1353.6812771106795,2050,156,339,5144,302,973,233,0.1,3240,0.3,0.5,2286,476,0.2,0.3,0.3,1605,3203,1233,1067,2286,-555555555,23.137010114606635,NA,8.9801225913478,0.3036473241650647,36.29401928767086,NA,1.2340236760680876,0.09965612538344165,9.841996642696113,0.2829305927300386,1.454439000478837,0.15270927710200766,2.191614344224422,NA,0.5654,0.635,0.6015,0.8691,2.6710000000000003,0.9136,0.4473,0.6047,0.6963,0.5052,2.2535,0.6073,0.6963,0.3985,1.0948,0.5733,0.6221,0.9589,0.874,0.419,0.3874,3.2614,0.8403,9.2807,0.8822
13900,"Bismarck, ND Metro Area",1070,8989,575,16924,4484,6123,30513,121654,11713,37357,3929,19710,15.1,8298,6.5,9.3,54891,59026,5.1,9.8,2.5,1837,12535,5511,2776,54891,130531,277.8488797889961,631.2685640834652,201.7126669299675,138.10503249338888,448.5398533017997,486,98,148,1157,1006,359,152,0.1,751,0.6,0.9,538,171,0.6,0.6,0.4,267,744,412,357,538,92,23.37605626249703,NA,8.168916580131533,0.8132144967500967,12.96550244769442,0.10540709911259051,0.472651947326023,0.16580749829481337,15.228882187510589,1.0685650383690168,1.949317738791423,0.505822245114335,3.0100129471160106,0.27502227013567776,0.05236,0,0.9254,0.08115,1.05891,0.05236,0.4293,0.644,0.06545,0.3089,1.44765,0.199,0.1283,0.1054,0.2337,0.08639,0.8715,0.3702,0.2622,0.1697,0.6099,2.2835,0.3665,5.02376,0.08377
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",818,8966,1173,24095,4341,11567,30026,174294,34861,27231,13570,27596,15.1,12569,7,20.7,68913,80105,5.7,12.8,4.9,4286,23121,9521,3917,68913,182341,244.0184419260151,613.0008156601425,280.53520278211073,NA,512.6333972733341,778,161,93,1593,810,791,178,0.1,1070,0.6,0.9,870,328,0.6,0.7,0.5,494,1221,710,405,870,-555555555,16.466949287324297,NA,6.2992468764964515,0.739621809928583,13.214252417174416,NA,0.6730007917656373,0.16095476871349407,11.192809437613132,0.7638730178528994,1.1870039034724942,0.35377914837250796,7.442100240757702,NA,0.9188,0.2674,0.3676,0.3298,1.8836,0.3953,0.4293,0.01571,0.3534,0.05759,0.8560000000000001,0.06283,0.1414,0.1594,0.30079999999999996,0.1152,0.7198,0.581,0.3933,0.3136,0.9555,2.9631999999999996,0.7042,6.0036,0.1885
14010,"Bloomington, IL Metro Area",939,11472,1533,36385,5149,5343,41234,177960,25953,33304,7743,24166,12.8,7277,3.9,14.3,72822,79694,6.1,9.7,3.7,3769,18152,3083,4447,72822,189261,216.6217902243447,642.0101245307585,349.24203641600764,NA,443.13654780439856,501,28,56,1400,659,751,59,0.1,677,0.4,0.8,678,331,0.6,0.5,0.4,439,875,320,413,678,-555555555,21.786844621977057,NA,7.070665458240642,0.6049488578878072,19.224774253544048,NA,0.861429534726905,0.19624730459152948,14.395061108740933,0.8033723561387288,1.289445497239845,0.2972251575846704,4.091175678031924,NA,0.4581,0.05913,0.7892,0.06021,1.36664,0.1545,0.1465,0.3979,0.06021,0.1126,0.71721,0.0445,0.322,0.2237,0.5457000000000001,0.2225,0.8432,0.1697,0.4216,0.419,0.7592,2.6127,0.5576,5.24225,0.09948
14020,"Bloomington, IN Metro Area",1142,10735,1586,24291,4756,8740,27485,158759,35002,27042,15198,21612,13,13511,8.2,23.2,64232,71291,7.2,12.1,6.3,5513,19905,5831,4606,64232,166281,234.77648945326703,751.0126496937319,374.90398770885326,NA,444.2217914510723,743,87,44,1404,760,776,172,0.1,1220,0.7,0.9,807,342,0.8,0.6,0.7,565,932,471,507,807,-555555555,16.52924868144887,NA,7.4044090173122425,0.6853042583852651,14.608403846500803,NA,0.998998481975825,0.236146442108005,15.058001711295956,1.0509670207427981,1.7779300037364554,0.3648300814078995,9.139949843938874,NA,0.966,0.617,0.3419,0.1963,2.1212,0.5419,0.1697,0.02094,0.2775,0.1702,0.63834,0.03141,0.1806,0.2931,0.4737,0.1963,0.8689,0.3907,0.3599,0.6452,0.9764,3.2411,0.8325,6.47434,0.2775
14100,"Bloomsburg-Berwick, PA Metro Area",255,1742,330,5945,2623,5641,15442,80478,10757,27591,5320,15920,18.8,3997,4.8,13.6,34064,38259,7.4,13.5,4.3,1745,11243,3056,2514,34064,84514,114.03946685248927,264.61292485439935,133.3829074506925,NA,316.4253466459348,467,41,20,953,860,534,72,0.1,493,0.6,1.2,518,229,0.8,0.6,0.7,267,535,244,288,518,-555555555,18.271528977447524,NA,7.700211366838891,0.9215044906024048,7.0343375062119895,NA,0.41004995153955115,0.165738316358408,4.55317703024125,0.6910986104174174,0.7485908877407234,0.3345864278098768,6.294815060226708,NA,0.3743,0.1337,0.4062,0.06806,0.98226,0.0288,0.8303,0.06545,0.4476,0.2042,1.54755,0.2225,0.01832,0.07712,0.09544,0.03665,0.1285,0.1645,0.03085,0.6632,0.9188,1.90585,0.2016,4.5311,0.0288
14260,"Boise City, ID Metro Area",5786,17063,14133,135944,19868,38113,179628,649075,86152,28991,12039,95444,13.8,73739,10.8,12.6,253531,268985,3.8,11.7,4.6,15939,80095,15503,9666,253531,693952,665.8445764591013,900.7474673847271,1307.1189693367623,NA,1153.572711189026,1750,59,251,3803,491,1048,224,0.1,2996,0.4,0.6,1241,406,0.3,0.3,0.3,1201,2217,884,651,1241,-555555555,25.884787420455595,NA,7.836517033419977,0.4533828422307967,19.589827538504103,NA,2.1774063089781612,0.20138004754876623,6.343476402029853,0.33473212285806386,2.2821666778421577,0.2623907815966412,1.7348462141473762,NA,0.2853,0.1954,0.5373,0.712,1.73,0.3063,0.2674,0.8874,0.2251,0.233,1.6129000000000002,0.2487,0.3325,0.6401,0.9726,0.4948,0.3033,0.7609,0.7866,0.02314,0.2408,2.11474,0.2853,6.4302399999999995,0.2696
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",37592,355569,221268,1398794,133486,286780,971181,4552840,456919,45416,167169,722568,15,145277,3,9.8,1819113,1945646,13,10.6,5.1,138155,506275,22805,237205,1819113,4811732,1513.4004757498922,3708.201990183383,4356.317940646665,NA,2782.391058064987,4338,187,194,8377,252,1785,283,0.1,3827,0.1,0.2,3513,766,0.2,0.1,0.1,3112,4399,863,2879,3513,-555555555,20.18360540445727,NA,7.337971857713073,0.1522953101467347,29.070488547574968,NA,4.859999472856503,0.09568330399642987,18.27511273890523,0.19045390245363003,2.0665016411844674,0.08309864708039805,3.4741959859776066,NA,0.08377,0.3085,0.9897,0.966,2.34797,0.7408,0.4087,0.1937,0.1204,0.1597,0.8825000000000001,0.06545,0.5707,0.8355,1.4062000000000001,0.7539,0.9357,0.8458,0.9769,0.9717,0.6675,4.397600000000001,1,9.034270000000001,0.8325
14500,"Boulder, CO Metro Area",2080,23720,5927,71227,8338,10380,62925,305960,38546,43831,11616,42068,13.1,16064,5,12.5,125894,134326,5.3,8.1,4.8,8716,25747,3962,6707,125894,321030,295.26936854336924,967.4254493241327,674.799970361588,NA,684.5297656055578,685,46,16,1850,833,640,68,0.1,1050,0.3,0.6,675,297,0.4,0.4,0.3,627,1137,398,550,675,-555555555,19.600971871787685,NA,6.623032074602444,0.5425742187557877,22.187023019655484,NA,1.9371813308929273,0.2205516731529347,17.658532227565775,0.719148052139899,1.6521835830142817,0.23437072850529644,3.61835342491356,NA,0.2723,0.2391,0.9871,0.2644,1.7629,0.3272,0.1825,0.1361,0.01047,0.0733,0.40237,0.01309,0.4031,0.5887,0.9918,0.5105,0.9254,0.2699,0.5938,0.2082,0.6859,2.6832,0.5969,5.84027,0.1545
14540,"Bowling Green, KY Metro Area",1819,4065,3759,28915,6400,15921,38895,161319,29283,25827,8080,23893,13.9,10718,6.3,17.9,64721,73656,5.9,17,5.4,4599,28963,8782,3791,64721,172088,308.72965520014435,467.1669936971147,526.6592826486589,NA,665.0451112518608,919,113,172,1817,814,596,165,0.1,850,0.5,1.1,732,251,0.7,0.7,0.5,459,1198,545,451,732,-555555555,22.601808377109386,NA,9.888598754654595,1.0214523139445495,16.802449909348706,NA,2.3301656965391553,0.3264612552740516,5.518898664059954,0.6339762847878018,2.8105251772994855,0.47595590614732486,4.695272186323277,NA,0.788,0.3805,0.2494,0.4607,1.8786,0.3874,0.2776,0.5288,0.8639,0.6806,2.3509,0.6675,0.2487,0.671,0.9197000000000001,0.4555,0.2031,0.5578,0.3702,0.365,0.8298,2.3259,0.4031,7.475099999999999,0.4555
14740,"Bremerton-Silverdale, WA Metro Area",1924,10789,1527,60267,8022,10152,54365,247315,24772,35826,6992,44246,16.9,12448,5,9.7,101662,111801,5.4,15.3,5.2,6227,37896,8420,5515,101662,262475,347.17430780517157,754.2055422761092,329.7908428079834,NA,586.7623028109424,794,NA,NA,1540,562,633,100,0.1,1047,0.4,0.6,985,265,0.4,0.5,0.5,595,1126,597,451,985,-555555555,20.712448804648062,NA,7.8908540064134085,0.5720836123761168,22.961043908943708,NA,0.617431211208378,NA,9.650182019838821,0.6742085166903601,1.8925458873522063,0.3410059465607546,2.6638727497856935,NA,0.07853,0.3239,0.8843,0.2513,1.53803,0.212,0.6632,0.2487,0.6963,0.2487,1.8569,0.377,0.4241,0.1414,0.5655,0.2304,0.6041,0.5347,0.5424,0.2365,0.5105,2.4281999999999995,0.4503,6.388629999999999,0.2592
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",9158,53019,51621,355374,27250,64890,216907,891774,81751,55613,18125,143419,15.2,81118,8.7,8.8,340491,370999,7.7,9.2,7,35545,86375,1310,26098,340491,944348,644.5851378987884,1252.0195685371696,1829.1369549599067,NA,1163.3077838646143,1759,75,40,3335,700,912,77,0.1,3205,0.3,0.4,1330,387,0.3,0.2,0.3,1318,1829,265,917,1330,-555555555,22.968969066488203,NA,8.003148394524379,0.34022275741178715,37.63167815254546,NA,5.788574235176177,0.20511200028879775,14.290874099391104,0.3371430807645678,2.689645247598321,0.1890187266260039,1.9193136428519992,NA,0.03141,0.7609,1,0.8194,2.61171,0.8848,0.4396,0.5864,0.03141,0.2775,1.33491,0.1597,0.7251,0.874,1.5991,0.8455,0.8406,0.03856,0.8458,0.7095,0.2906,2.72506,0.6073,8.27078,0.6571
15180,"Brownsville-Harlingen, TX Metro Area",13419,13835,65826,383416,18065,80565,131067,386098,127760,16587,3680,54181,12.8,119897,28.6,30.6,123185,149556,7.1,12.5,6.6,11188,52618,17923,8797,123185,421750,803.3255877911521,836.2421897991036,2128.838650532257,NA,920.1114062981721,1953,16,98,4569,347,526,90,0.1,3222,0.8,1.1,912,184,0.5,0.4,0.5,864,1677,721,581,912,-555555555,31.076941315945465,NA,14.66493485408126,0.7390016767995299,90.91072910491998,NA,17.049039363063265,0.5513556359887893,9.250715451068496,0.5590340350156052,10.893371757925072,0.6471232249722595,0.8725548310610551,NA,0.9974,0.6812,0.02057,0.8586,2.5577699999999997,0.856,0.1465,0.9843,0.322,0.9895,2.4423000000000004,0.7277,0.9948,0.9717,1.9665,0.9921,0.5733,0.7918,0.5913,0.6324,0.002618,2.591418,0.5419,9.557988,0.9293
15260,"Brunswick, GA Metro Area",949,3816,1350,37302,4661,11019,25839,109962,22322,28950,1616,22100,18.9,17490,15.2,19.4,46374,60319,5.9,17.4,5.8,3141,20078,11738,2714,46374,116655,272.85344051340087,476.2992756660459,319.7577207824699,NA,562.8250172122771,894,57,125,1885,1401,301,164,0.1,1232,1.1,1.6,805,134,0.9,1.1,0.8,456,1223,639,435,805,-555555555,22.14992927864215,NA,10.05089058524173,1.201058819693684,31.97634049119198,NA,1.2276968407267965,0.29078594258843066,6.3263648270031005,0.7895088256888569,2.0464053133221203,0.5873025612031717,1.3852813852813852,NA,0.877,0.473,0.5296,0.2984,2.178,0.5916,0.8406,0.4581,0.8796,0.7068,2.8851,0.9503,0.6126,0.3907,1.0033,0.5209,0.2956,0.6735,0.1645,0.365,0.123,1.6216,0.1466,7.688000000000001,0.5288
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",5778,40571,16595,253063,43133,68683,231389,1070260,157870,31875,31990,196932,17.4,41242,3.7,14.3,476058,527448,12.6,13.3,4.9,28219,149123,9231,59996,476058,1131570,538.9257833876572,1191.6580885472142,1072.6770250173163,NA,1356.9469407460263,1776,NA,30,3418,273,1562,41,0.1,1566,0.1,0.3,1794,753,0.3,0.2,0.2,1014,2215,510,1415,1794,-555555555,20.448491918308193,NA,9.06045061736175,0.28298577360238253,22.363883807453362,NA,1.5505578083830098,0.10022582588877438,7.691943092020445,0.22566198989631214,1.2137176562519694,0.1131134729079876,2.82704560919784,NA,0.4581,0.2674,0.7326,0.8272,2.2853,0.6911,0.7172,0.2147,0.4346,0.5314,1.8979,0.4031,0.4084,0.4987,0.9071,0.4424,0.4396,0.5707,0.8792,0.9692,0.5654,3.4240999999999997,0.8927,8.514399999999998,0.7173
15500,"Burlington, NC Metro Area",1606,5118,5034,56863,6808,15629,36203,151229,26264,26215,4648,26307,16.4,18968,11.9,16.8,64059,69749,5.3,14.3,5.7,4529,22761,8342,3372,64059,160576,279.86067962470185,578.6268227450228,595.6903558057659,NA,627.1794001719126,732,11,41,1910,713,359,68,0.1,1196,0.8,1.2,615,203,0.5,0.5,0.6,510,874,509,345,615,-555555555,22.545710442407334,NA,10.627702586677906,0.9737342077745905,35.411892188122756,NA,3.328726633119309,0.3938985197229529,7.337739609170024,0.8293094694341989,2.5070638005588597,0.43621603611494586,2.8945795137504984,NA,0.7147,0.4576,0.2751,0.4476,1.895,0.4031,0.581,0.5236,0.5916,0.8115,2.5077000000000003,0.7723,0.678,0.7455,1.4235000000000002,0.7618,0.3985,0.5321,0.3548,0.2082,0.5838,2.0774,0.2723,7.9036,0.5942
15540,"Burlington-South Burlington, VT Metro Area",1415,9502,2315,21581,6161,9733,41843,207152,22184,36069,10301,31494,14.4,7213,3.3,10.7,86949,96722,6.8,11.8,3.9,4851,25509,5607,5882,86949,218042,293.60006811988313,593.7086827729572,410.3778746472573,NA,583.3189522036807,740,36,121,1401,771,543,137,0.1,685,0.3,0.7,699,278,0.6,0.5,0.4,521,1045,405,492,699,-555555555,19.190339475880794,NA,7.08576291849245,0.6684520577748174,9.89763440071179,NA,1.117536881130764,0.19810363733826536,9.824031761129836,0.6131802451638811,1.6273907693015444,0.33741574445397426,4.724319167866741,NA,0.144,0.0874,0.8946,0.2382,1.3641999999999999,0.1518,0.3239,0.1099,0.2408,0.1178,0.7924,0.04974,0.05759,0.3342,0.39178999999999997,0.1623,0.6195,0.3779,0.4884,0.5681,0.8351,2.8890000000000002,0.6623,5.437390000000001,0.1204
15680,"California-Lexington Park, MD Metro Area",531,3546,747,28334,3448,7479,27451,104353,9026,39254,2929,13672,12.3,6292,5.8,8.3,40332,44442,4.6,12.5,3.6,2064,13583,1931,1865,40332,111531,179.075403112767,433.3832022586939,243.37214302380625,NA,471.0594442318294,672,53,52,1348,961,381,120,0.1,1040,1,1.2,424,142,0.8,0.9,0.6,359,961,395,320,424,-555555555,24.612887896638604,NA,8.549042943568383,1.1644915629759747,25.4045960315966,NA,0.7158395062911463,0.23321980044332444,7.978938841636291,0.9748325313681886,1.3165724486759893,0.4437875006022489,2.626175682097354,NA,0.02356,0.04627,0.9512,0.1283,1.1493300000000002,0.06545,0.1028,0.8115,0.322,0.3822,1.6185,0.2539,0.4948,0.1722,0.667,0.2853,0.4576,0.08226,0.09769,0.08483,0.5026,1.22498,0.06806,4.65981,0.03927
15940,"Canton-Massillon, OH Metro Area",1625,10506,1901,51307,15871,24796,86928,378710,53957,28433,9571,74916,18.7,23244,5.9,13.8,163775,180148,7.1,13.5,5.9,12043,53481,5009,11673,163775,401053,242.8373941550189,640.4404734243457,338.353365581015,NA,758.6178220948939,942,160,65,2438,367,658,120,0.1,1485,0.4,0.6,950,290,0.4,0.4,0.3,693,1548,410,599,950,-555555555,21.674940718558393,NA,9.690734239047474,0.45978386057371173,12.793072237335215,NA,0.5019672044572364,0.08934361602902648,5.8318715722628065,0.35538397710228103,0.9922149290184704,0.14816326258686788,2.386467623979873,NA,0.4005,0.4859,0.4781,0.5942,1.9586999999999999,0.4346,0.8201,0.3665,0.4476,0.644,2.2782,0.623,0.1178,0.1183,0.2361,0.08901,0.2365,0.3419,0.6889,0.6324,0.4503,2.35,0.4084,6.823,0.3246
15980,"Cape Coral-Fort Myers, FL Metro Area",6618,64257,38180,231301,20119,64525,129984,684801,98969,31924,10305,198022,27.6,101742,14.3,14,271861,388044,5,13.6,5.9,18842,97224,36778,13514,271861,718679,613.2283424630665,1806.384787358441,2062.646116036389,NA,1106.8662972554544,2249,NA,45,3961,496,1129,46,0.1,3335,0.5,0.6,2297,528,0.3,0.3,0.4,1398,2141,1030,893,2297,-555555555,18.086517068120816,NA,7.4004730358528805,0.4023141402143686,32.184187933695014,NA,5.575342325726744,0.3012035014815112,16.559204626279495,0.46496469243812905,2.4343322506722185,0.22462717015654948,1.43388077291809,NA,0.4188,0.4859,0.7404,0.8168,2.4619,0.8194,0.9717,0.06021,0.4712,0.1675,1.6706100000000002,0.2827,0.6178,0.8689,1.4867,0.8115,0.9075,0.9177,0.8098,0.144,0.1414,2.9204,0.6728,8.53961,0.7277
16020,"Cape Girardeau, MO-IL Metro Area",717,2563,403,13735,2878,7326,21039,91592,16820,25335,3751,16188,16.7,8112,8.5,17.9,36358,43436,6.3,15.4,5.2,2444,14741,3639,2284,36358,97137,198.3053201505194,340.93107807883985,203.69585170051943,NA,396.3395009332277,575,142,135,1417,935,405,86,0.1,720,0.8,1.5,606,165,0.8,0.8,0.8,402,732,339,287,606,-555555555,21.659100033972635,NA,7.915726937675339,1.082088973128759,14.139823136394988,NA,0.4399947593676304,0.22239386150965687,5.900635417625932,0.7845842904958137,1.9720556686286375,0.5444328506501092,3.8615563585451476,NA,0.788,0.3239,0.2005,0.1204,1.4328000000000003,0.1728,0.6298,0.3586,0.7199,0.2513,1.9596,0.445,0.1597,0.09254,0.25224,0.09686,0.2468,0.2339,0.05913,0.4653,0.7199,1.72503,0.1623,5.36967,0.1152
